id,name,category,subcategory,color,color_family,undertone_match,fit,tags,gender,price,brand,url,image_url,ai_tags
mia_14945293468016,"Niko Bead Necklace, Sterling Silver / Black",jewelry,Necklaces,black,neutral,neutral,n/a,bold,unisex,185.0,Miansai,https://www.miansai.com/products/niko-necklace-sterling-silver-wmiyuki-beads-black,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0942_color_black_01.jpg?v=1762926067,"everyday,minimalist"
mia_14945293435248,"Niko Bead Necklace, Sterling Silver / Blue",jewelry,Necklaces,silver,neutral,cool,n/a,"minimalist,bold",unisex,185.0,Miansai,https://www.miansai.com/products/niko-necklace-sterling-silver-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0934_color_bluesilver_01.jpg?v=1762926064,"everyday,minimalist"
mia_14945293402480,"3mm Annex Venetian Chain Necklace, Sterling Silver",jewelry,Necklaces,silver,neutral,cool,n/a,muted,unisex,395.0,Miansai,https://www.miansai.com/products/annex-venetian-chain-necklace-sterling-silver-oxidized-brushed,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0902_color_oxidizedbrushed_01.jpg?v=1762926062,"everyday,minimalist"
mia_4578912075891,"5mm Figaro Chain Bracelet, Gold Vermeil",jewelry,Bracelets,gold,yellow,warm,n/a,everyday,unisex,150.0,Miansai,https://www.miansai.com/products/5mm-figaro-chain-bracelet-gold-vermeil,https://cdn.shopify.com/s/files/1/1994/2941/products/101-0320_color_polishedgold_01.jpg?v=1691153571,"everyday,minimalist"
tay_7579181482061,The Baja Pullover in Washed Indigo Terry,tops,Knits,indigo,blue,cool,slim,everyday,unisex,138.0,Taylor Stitch,https://www.taylorstitch.com/products/baja-pullover-in-washed-indigo-terry-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-baja-pullover-in-washed-indigo-terry_pdp_01.jpg?v=1777999569,"everyday,muted"
tay_7523418177613,The Short Sleeve Surplus Shirt in Field Olive Reverse Sateen,tops,Wovens,olive,green,warm,slim,minimalist,unisex,138.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-surplus-shirt-in-field-olive-reverse-sateen-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Short_Sleeve_Surplus_Shirt-FieldOliveReverseSateen_portrait_001.jpg?v=1772567944,"everyday,muted,vintage,workwear"
tay_7579183153229,The Dispatch Shirt in Navy Broken Twill,tops,Wovens,navy,blue,cool,slim,everyday,unisex,148.0,Taylor Stitch,https://www.taylorstitch.com/products/dispatch-shirt-in-navy-broken-twill-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-dispatch-shirt-in-dark-navy-broken-twill_pdp_01.jpg?v=1778168330,"everyday,muted,vintage,workwear"
tay_7579183349837,The Conrad Shirt in Navy Pigeon Foulard Pincord,tops,Wovens,navy,blue,cool,straight,minimalist,unisex,138.0,Taylor Stitch,https://www.taylorstitch.com/products/conrad-shirt-in-navy-pigeon-foulard-pincord-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-conrad-shirt-in-heather-navy-foulard-pincord_pdp_01.jpg?v=1777911344,"everyday,minimalist"
tay_7579183251533,The Conrad Shirt in Heather Oat Pincord,tops,Wovens,gray,gray,neutral,straight,minimalist,womens,138.0,Taylor Stitch,https://www.taylorstitch.com/products/conrad-shirt-in-heather-oat-pincord-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-conrad-shirt-in-heather-oat-pincord_pdp_01.jpg?v=1777911695,"everyday,muted"
tay_7579183284301,The Conrad Shirt in Heather Chili Pincord,tops,Wovens,gray,gray,neutral,straight,minimalist,womens,138.0,Taylor Stitch,https://www.taylorstitch.com/products/conrad-shirt-in-heather-chili-pincord-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-conrad-shirt-in-heather-chili-pincord_pdp_001.jpg?v=1777910603,"everyday,muted"
tay_7579183775821,The Arlo Sweater Polo in Burgundy Texture Knit,tops,Knits,burgundy,red,warm,straight,prep,unisex,148.0,Taylor Stitch,https://www.taylorstitch.com/products/arlo-sweater-polo-in-burgundy-texture-knit-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/The_Arlo_Sweater_Polo_in_Burgundy_Texture_Knit_1.jpg?v=1777581045,"everyday,muted,prep,tailored"
tay_7579181056077,The Short Sleeve Mechanic Shirt in Khaki Ripstop,tops,Wovens,khaki,brown,warm,straight,everyday,unisex,138.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-mechanic-shirt-in-khaki-ripstop-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_short-sleeve-mechanic-shirt-in-khaki-ripstop_portrait_001.jpg?v=1777047804,"everyday,muted,vintage,workwear"
tay_7579180630093,The Hawthorne Shirt in Indigo Patchwork,tops,Wovens,indigo,blue,cool,slim,office,unisex,135.0,Taylor Stitch,https://www.taylorstitch.com/products/hawthorne-shirt-in-indigo-patchwork-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_TheHawthorneShirt-IndigoPatchwork_portrait_001.jpg?v=1776873667,"muted,office"
tay_7579183611981,The Short Sleeve California in Heather Oat Double Knit,tops,Knits,gray,gray,neutral,slim,everyday,womens,128.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-california-in-heather-oat-double-knit-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_short-sleeve-california-in-heather-oat_portrait_001.jpg?v=1776809319,"everyday,muted,vintage"
tay_7579183644749,The Short Sleeve California in Heather Driftwood Double Knit,tops,Knits,gray,gray,neutral,slim,everyday,womens,128.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-california-in-heather-driftwood-double-knit-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_SSCalifornia_Driftwood_portrait_001.jpg?v=1776718228,"everyday,muted,vintage"
tay_7579182202957,The Breakwater Pant in Rinsed Indigo Hemp Denim,bottoms,Bottoms,indigo,blue,cool,slim,everyday,unisex,142.0,Taylor Stitch,https://www.taylorstitch.com/products/breakwater-pant-in-rinsed-indigo-hemp-denim-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-breakwater-pant-in-rinsed-indigo-hemp-denim_pdp_01.jpg?v=1776441432,"everyday,muted,vintage,workwear"
tay_7579182530637,The Pleated Short in Organic Field Khaki Twill,bottoms,Bottoms,khaki,brown,warm,slim,everyday,unisex,138.0,Taylor Stitch,https://www.taylorstitch.com/products/pleated-short-in-organic-field-khaki-twill-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_pleated-short-in-organic-field-khaki_portrait_001.jpg?v=1778531006,"everyday,muted,tailored,vintage,workwear"
tay_7579184300109,The Scout Short in Burnt Olive Ripstop,bottoms,Bottoms,olive,green,warm,slim,everyday,unisex,138.0,Taylor Stitch,https://www.taylorstitch.com/products/scout-short-in-burnt-olive-ripstop-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_scout-short-in-burnt-olive-ripstop_portrait_001.jpg?v=1776788463,"everyday,muted,vintage,workwear"
tay_7579184332877,The Democratic Jean in Light Wash Hemp Denim,bottoms,Bottoms,dark-blue,blue,neutral,slim,vintage,unisex,178.0,Taylor Stitch,https://www.taylorstitch.com/products/democratic-jean-in-light-wash-hemp-denim-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-democratic-jean-in-light-wash-hemp-denim_pdp_01.jpg?v=1776716011,"everyday,muted,vintage,workwear"
tay_7579183546445,The Canal Popover in Rinsed Indigo,tops,Knits,indigo,blue,cool,straight,everyday,unisex,168.0,Taylor Stitch,https://www.taylorstitch.com/products/canal-popover-in-rinsed-indigo-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-canal-popover-in-rinsed-indigo_pdp_01.jpg?v=1776707406,"everyday,muted,vintage"
tay_7579182760013,The Airman Jacket in Organic Khaki Foundation Twill,outerwear,Outerwear,khaki,brown,warm,slim,everyday,unisex,238.0,Taylor Stitch,https://www.taylorstitch.com/products/airman-jacket-in-organic-khaki-foundation-twill-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-airman-jacket-in-organic-khaki-twill_pdp_01.jpg?v=1776705889,"everyday,muted,vintage,workwear"
tay_7579183218765,The Dispatch Shirt in Smoked Olive Broken Twill,tops,Wovens,olive,green,warm,slim,everyday,unisex,148.0,Taylor Stitch,https://www.taylorstitch.com/products/dispatch-shirt-in-smoked-olive-broken-twill-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_DispatchShirt_Olive_portrait_001.jpg?v=1776877883,"everyday,muted,vintage,workwear"
tay_7579183480909,The Rugby Shirt in Burnt Olive,tops,Knits,olive,green,warm,slim,everyday,unisex,128.0,Taylor Stitch,https://www.taylorstitch.com/products/rugby-shirt-in-burnt-olive-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_rugby-shirt-in-burnt-olive_portrait_001.jpg?v=1776812944,"everyday,muted,prep,tailored,vintage,workwear"
tay_7579182104653,The Breakwater Pant in Grey Marl Hemp,bottoms,Bottoms,gray,gray,neutral,slim,everyday,unisex,138.0,Taylor Stitch,https://www.taylorstitch.com/products/breakwater-pant-in-grey-marl-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-breakwater-pant-in-grey-marl_pdp_01.jpg?v=1776705209,"everyday,muted,vintage,workwear"
tay_7579180892237,The Shore Shirt in Washed Indigo Twill,tops,Wovens,indigo,blue,cool,straight,everyday,unisex,148.0,Taylor Stitch,https://www.taylorstitch.com/products/shore-shirt-in-washed-indigo-twill-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-shore-shirt-in-washed-indigo-twill_pdp_01.jpg?v=1776720898,"everyday,muted,vintage,workwear"
tay_7579181252685,The Pacific Polo in Rinsed Indigo Pique,tops,Knits,indigo,blue,cool,slim,prep,unisex,98.0,Taylor Stitch,https://www.taylorstitch.com/products/pacific-polo-in-rinsed-indigo-pique-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_PacificPolo_RinsedIndigo_portrait_001.jpg?v=1775847891,"everyday,muted,prep,tailored,vintage"
tay_7579181154381,The Pacific Polo in Washed Indigo Pique Stripe,tops,Knits,indigo,blue,cool,slim,"prep,vintage",unisex,98.0,Taylor Stitch,https://www.taylorstitch.com/products/pacific-polo-in-washed-indigo-pique-stripe-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_PacificPolo_WashedIndigo_portrait_001.jpg?v=1775594796,"everyday,muted,prep,tailored"
tay_7579181187149,The Pacific Polo in Black Indigo Pique Stripe,tops,Knits,black,neutral,neutral,slim,prep,unisex,98.0,Taylor Stitch,https://www.taylorstitch.com/products/pacific-polo-in-black-indigo-pique-stripe-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_PacificPolo_BlackIndigo_portrait_001.jpg?v=1775847462,"everyday,muted,prep,tailored"
tay_7579184136269,The Apres Short in Field Khaki Hemp,bottoms,Bottoms,khaki,brown,warm,slim,everyday,unisex,108.0,Taylor Stitch,https://www.taylorstitch.com/products/apres-short-in-field-khaki-hemp-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-apres-short-in-field-khaki-hemp_pdp_01.jpg?v=1776715242,"everyday,muted,vintage,workwear"
tay_7579184201805,The Apres Short in Burgundy Hemp,bottoms,Bottoms,burgundy,red,warm,slim,everyday,unisex,108.0,Taylor Stitch,https://www.taylorstitch.com/products/apres-short-in-burgundy-hemp-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_ApresShort_BurgundyHemp_portrait_001.jpg?v=1776720044,"everyday,muted,vintage"
tay_7579180793933,The Shore Shirt in Navy Lyocell,tops,Wovens,navy,blue,cool,straight,everyday,unisex,148.0,Taylor Stitch,https://www.taylorstitch.com/products/shore-shirt-in-navy-tencel-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_the-shore-shirt-in-navy-tencel_portrait_001.jpg?v=1776784300,"everyday,minimalist"
tay_7579181318221,The Bywater Polo in Rinsed Indigo Knit Stripe,tops,Knits,indigo,blue,cool,straight,prep,unisex,118.0,Taylor Stitch,https://www.taylorstitch.com/products/bywater-polo-in-rinsed-indigo-knit-stripe-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_TheBywaterPolo-RinsedIndigoKnitStripe_portrait_001.jpg?v=1776701298,"everyday,muted,prep,tailored,vintage"
tay_7579181350989,The Bywater Polo in Burgundy Knit Stripe,tops,Knits,burgundy,red,warm,straight,prep,unisex,118.0,Taylor Stitch,https://www.taylorstitch.com/products/bywater-polo-in-burgundy-knit-stripe-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_TheBywaterPolo-BurgundyStripe_portrait_001.jpg?v=1776699906,"everyday,muted,prep,tailored"
tay_7579184857165,The Monterey Sweater Polo in Vintage White Crochet,tops,Knits,white,neutral,neutral,straight,"prep,vintage",unisex,148.0,Taylor Stitch,https://www.taylorstitch.com/products/monterey-sweater-polo-in-vintage-white-crochet-2606,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_TheMontereySweaterPolo-VintageWhiteCrochet_portrait_001.jpg?v=1776891821,"everyday,minimalist,prep,tailored,vintage"
tay_7579184005197,The Apres Short in Heather Oat Pincord,bottoms,Bottoms,gray,gray,neutral,slim,everyday,womens,108.0,Taylor Stitch,https://www.taylorstitch.com/products/apres-short-in-heather-oat-pincord-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_Apres_Short_Heather_Oat_Pincord_portrait_001.jpg?v=1775838371,"everyday,muted"
tay_7579184070733,The Apres Short in Heather Chili Pincord,bottoms,Bottoms,gray,gray,neutral,slim,everyday,womens,108.0,Taylor Stitch,https://www.taylorstitch.com/products/apres-short-in-heather-chili-pincord-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_Apres_Short_Heather_Chili_Pincord_portrait_001.jpg?v=1775839428,"everyday,muted"
tay_7579184103501,The Apres Short in Rinsed Indigo Pincord,bottoms,Bottoms,indigo,blue,cool,slim,everyday,unisex,108.0,Taylor Stitch,https://www.taylorstitch.com/products/apres-short-in-rinsed-indigo-pincord-2605,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_Apres_Short_Heather_Rinsed_Pincord_portrait_001.jpg?v=1775842196,"everyday,muted,vintage"
tay_7579180728397,The Short Sleeve Crew Shirt in Washed Indigo Chambray,tops,Wovens,indigo,blue,cool,slim,everyday,unisex,138.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-crew-shirt-in-washed-indigo-chambray-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_TheShortSleeveCrew-WashedIndigoChambray_portrait_001.jpg?v=1775856340,"everyday,muted"
tay_7355710013517,The Conrad Shirt in Faded Black Linen,tops,Wovens,black,neutral,neutral,straight,minimalist,unisex,128.0,Taylor Stitch,https://www.taylorstitch.com/products/conrad-shirt-in-faded-black-linen-2505,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q225_The_Conrad_Shirt-FadedBlackLinen_portrait_001.jpg?v=1775499170,"everyday,grunge,minimalist"
tay_6886867238989,The Apres Short in Organic Aged Stone Foundation Twill,bottoms,Bottoms,stone,gray,neutral,slim,everyday,unisex,108.0,Taylor Stitch,https://www.taylorstitch.com/products/apres-short-in-organic-aged-stone-foundation-twill-2402,https://cdn.shopify.com/s/files/1/0070/1922/files/q226_apres_short_organic_aged_stone_foundation_twill_01.jpg?v=1774633464,"everyday,muted,vintage,workwear"
tay_7579180466253,The Hawthorne Shirt in Burnt Olive Floral Jacquard,tops,Wovens,olive,green,warm,slim,everyday,unisex,135.0,Taylor Stitch,https://www.taylorstitch.com/products/hawthorne-shirt-in-burnt-olive-floral-jacquard-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q226_HawthorneShirt_BurntOliveFloralJacquard_portrait_001.jpg?v=1774896043,"everyday,muted,vintage"
tay_7523418243149,The Short Sleeve Surplus Shirt in Navy Reverse Sateen,tops,Wovens,navy,blue,cool,slim,minimalist,unisex,138.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-surplus-shirt-in-navy-reverse-sateen-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Short_Sleeve_Surplus_Shirt-DarkNavyReverseSateen_portrait_001.jpg?v=1772566725,"everyday,minimalist"
tay_7579180138573,The Ryder Jacket in Burgundy Chipped Canvas,outerwear,Outerwear,burgundy,red,warm,slim,workwear,unisex,218.0,Taylor Stitch,https://www.taylorstitch.com/products/ryder-jacket-in-burgundy-chipped-canvas-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-ryder-jacket-in-burgundy-chipped-canvas_pdp_01.jpg?v=1774454270,"everyday,muted,vintage,workwear"
tay_7579181908045,The Button Down Polo in Charcoal Herringbone,tops,Knits,charcoal,gray,neutral,straight,prep,womens,138.0,Taylor Stitch,https://www.taylorstitch.com/products/button-down-polo-in-charcoal-herringbone-2604,https://cdn.shopify.com/s/files/1/0070/1922/files/Q226_the-button-down-polo-in-charcoal-herringbone_pdp_01.jpg?v=1774366407,"everyday,minimalist,prep,tailored"
tay_7523419062349,The Davis Shirt in Grey Skies Floral,tops,Wovens,gray,gray,neutral,slim,everyday,unisex,128.0,Taylor Stitch,https://www.taylorstitch.com/products/davis-shirt-in-grey-skies-floral-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Davis_Shirt-GreySkiesFloral_portrait_001.jpg?v=1773858613,"everyday,minimalist"
tay_7307483971661,The Breakwater Short in Washed Indigo Chambray,bottoms,Bottoms,indigo,blue,cool,slim,everyday,unisex,118.0,Taylor Stitch,https://www.taylorstitch.com/products/breakwater-short-in-washed-indigo-chambray-2503,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Breakwater_Short_in_Washed_Indigo_Chambray_portrait_001.jpg?v=1773781727,"everyday,muted,vintage,workwear"
tay_7523419684941,The Button Down Polo in Heather Oat Crochet,tops,Knits,gray,gray,neutral,straight,prep,womens,158.0,Taylor Stitch,https://www.taylorstitch.com/products/button-down-polo-in-heather-oat-crochet-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Button_Down_Polo-HeatherOatCrochet_portrait_001.jpg?v=1773256221,"everyday,muted,prep,tailored"
tay_7523419586637,The Button Down Polo in Dark Navy Crochet,tops,Knits,navy,blue,cool,straight,prep,unisex,158.0,Taylor Stitch,https://www.taylorstitch.com/products/button-down-polo-in-dark-navy-crochet-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Button_Down_Polo-DarkNavyCrochet_portrait_001.jpg?v=1773255793,"everyday,minimalist,prep,tailored"
tay_7523420012621,The Surplus Short in Field Olive Reverse Sateen,tops,Bottoms,olive,green,warm,slim,everyday,unisex,128.0,Taylor Stitch,https://www.taylorstitch.com/products/surplus-short-in-field-olive-reverse-sateen-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Surplus_Short-FieldOliveReverseSateen_portrait_001.jpg?v=1772816306,"everyday,muted,vintage,workwear"
tay_7523420110925,The Surplus Short in Navy Reverse Sateen,tops,Bottoms,navy,blue,cool,slim,everyday,unisex,128.0,Taylor Stitch,https://www.taylorstitch.com/products/surplus-short-in-navy-reverse-sateen-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Surplus_Short-DarkNavyReverseSateen_portrait_001.jpg?v=1772815612,"everyday,minimalist"
tay_7523419750477,The Apres Short in Heather Oat Crepe,bottoms,Bottoms,gray,gray,neutral,slim,everyday,womens,108.0,Taylor Stitch,https://www.taylorstitch.com/products/apres-short-in-heather-oat-crepe-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Apres_Short-HeatherOatCrepe_portrait_001.jpg?v=1773089483,"everyday,muted"
tay_7523416309837,The Valencia Sweater Polo in Heather Cilantro Rib,tops,Knits,gray,gray,neutral,slim,prep,womens,145.0,Taylor Stitch,https://www.taylorstitch.com/products/valencia-sweater-polo-in-heather-cilantro-rib-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Valencia_Sweater_Polo_in_Heather_Cilantro_portrait_001.jpg?v=1772820393,"everyday,muted,prep,tailored"
tay_7523416277069,The Valencia Sweater Polo in Heather Grey Rib,tops,Knits,gray,gray,neutral,slim,prep,womens,145.0,Taylor Stitch,https://www.taylorstitch.com/products/valencia-sweater-polo-in-heather-grey-rib-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_Polo-HeatherGreyBirdseyeMerino_portrait_001.jpg?v=1772817253,"everyday,muted,prep,tailored"
tay_7523416244301,The Valencia Sweater Polo in Heather Clear Blue Rib,tops,Knits,gray,gray,neutral,slim,prep,womens,145.0,Taylor Stitch,https://www.taylorstitch.com/products/valencia-sweater-polo-in-heather-clear-blue-rib-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Valencia_Sweater_Polo_in_Heather_Clear_Blue_Rib_portrait_001.jpg?v=1772820014,"everyday,muted,prep,tailored"
tay_7523416408141,The Valencia Sweater Polo in Heather Coal Rib,tops,Knits,gray,gray,neutral,slim,prep,womens,145.0,Taylor Stitch,https://www.taylorstitch.com/products/valencia-sweater-polo-in-heather-coal-rib-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Valencia_Sweater_Polo_in_Heather_Coal_Rib_portrait_001.jpg?v=1772819250,"everyday,muted,prep,tailored"
tay_7523416834125,The Nichols Polo in Heather Grey Birdseye Merino,tops,Knits,gray,gray,neutral,slim,prep,womens,188.0,Taylor Stitch,https://www.taylorstitch.com/products/nichols-polo-in-heather-grey-birdseye-merino-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Nichols_Polo-HeatherGreyBirdseyeMerino_portrait_001.jpg?v=1772727106,"everyday,muted,prep,tailored"
tay_7523417686093,The Apres Short in Organic Faded Black Foundation Twill,bottoms,Bottoms,black,neutral,neutral,slim,everyday,unisex,108.0,Taylor Stitch,https://www.taylorstitch.com/products/apres-short-in-organic-faded-black-foundation-twill-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Apres_Short-OrganicFadedBlackFoundationTwill_portrait_001.jpg?v=1772053927,"everyday,grunge,muted,vintage,workwear"
tay_7523417292877,The Sunset Pant in Rinsed Indigo Terry,bottoms,Bottoms,indigo,blue,cool,slim,everyday,unisex,118.0,Taylor Stitch,https://www.taylorstitch.com/products/sunset-pant-in-rinsed-indigo-terry-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Sunset_Pant-RinsedIndigoTerry_portrait_001.jpg?v=1771882498,"everyday,muted,vintage"
tay_7523415720013,The Short Sleeve Jack in Washed Indigo Oxford,bottoms,Wovens,indigo,blue,cool,slim,prep,unisex,128.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-jack-in-washed-indigo-oxford-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Short_Sleeve_Jack-WashedIndigoOxford_portrait_001.jpg?v=1771554491,"everyday,muted,prep,tailored"
tay_7523416932429,The Nichols Polo in Navy Birdseye Merino,tops,Knits,navy,blue,cool,slim,prep,unisex,188.0,Taylor Stitch,https://www.taylorstitch.com/products/nichols-polo-in-navy-birdseye-merino-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Nichols_Polo-NavyBirdseyeMerino_portrait_001.jpg?v=1771007430,"everyday,minimalist,prep,tailored"
tay_7355709030477,The Short Sleeve Jack in Rinsed Indigo Oxford,bottoms,Wovens,indigo,blue,cool,slim,prep,unisex,128.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-jack-in-rinsed-indigo-oxford-2505,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q225_The_Short_Sleeve_Jack-RinsedIndigoOxford_portrait_001.jpg?v=1771537915,"everyday,muted,prep,tailored,vintage"
tay_7355709259853,The Short Sleeve Utility Shirt in Roped Indigo,tops,Wovens,indigo,blue,cool,slim,workwear,unisex,89.6,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-utility-shirt-in-roped-indigo-2504,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q225_The_Short_Sleeve_Utility_Shirt-RopedIndigo_portrait_001.jpg?v=1771538568,"everyday,muted,vintage,workwear"
tay_7523411001421,The Democratic Jean in Japanese Washed Indigo Sashiko,bottoms,Bottoms,indigo,blue,cool,slim,vintage,unisex,228.0,Taylor Stitch,https://www.taylorstitch.com/products/democratic-jean-in-japanese-washed-indigo-sashiko-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Democratic_Jean-JapaneseWashedIndigoSashiko_portrait_001.jpg?v=1771006205,"everyday,muted"
tay_7523410903117,The Ryder Jacket in Japanese Washed Indigo Sashiko,outerwear,Outerwear,indigo,blue,cool,slim,everyday,unisex,298.0,Taylor Stitch,https://www.taylorstitch.com/products/ryder-jacket-in-japanese-washed-indigo-sashiko-2603,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Ryder_Jacket-JapaneseWashedIndigoSashiko_portrait_001.jpg?v=1771005815,"everyday,muted"
tay_7523415031885,The Longshore Jacket in Tobacco Chipped Canvas,outerwear,Outerwear,brown,brown,warm,slim,workwear,unisex,138.6,Taylor Stitch,https://www.taylorstitch.com/products/longshore-jacket-in-tobacco-chipped-canvas-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_longshore_jacket_tobaccochippedcanvas_portrait_001.jpg?v=1770677319,"everyday,muted,vintage,workwear"
tay_6920347549773,The Short Sleeve California in Washed Indigo Slub,bottoms,Wovens,indigo,blue,cool,slim,tailored,unisex,118.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-california-in-indigo-bleach-wash-slub-2404,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q224_ss_california_washedindigo_slub_001.jpg?v=1770830301,"everyday,muted"
tay_6920347517005,The Short Sleeve California in Rinsed Indigo Slub,tops,Knits,indigo,blue,cool,slim,tailored,unisex,118.0,Taylor Stitch,https://www.taylorstitch.com/products/short-sleeve-california-in-rinsed-indigo-slub-2404,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q224_ss_california_rinsedindigo_slub_001.jpg?v=1770830098,"everyday,muted,vintage"
tay_7523416604749,The Newton Sweater Polo in Heather Oatmeal,tops,Knits,gray,gray,neutral,slim,prep,womens,124.6,Taylor Stitch,https://www.taylorstitch.com/products/newton-sweater-polo-in-heather-oatmeal-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_The_Newton_Sweater_Polo-HeatherOatmeal__portrait_001.jpg?v=1770676269,"everyday,muted,prep,tailored"
tay_7523416703053,The Newton Sweater Polo in Heather Clear Blue,tops,Knits,gray,gray,neutral,slim,prep,womens,124.6,Taylor Stitch,https://www.taylorstitch.com/products/newton-sweater-polo-in-heather-clear-blue-2602,https://cdn.shopify.com/s/files/1/0070/1922/files/instock_m_q126_NewtonSweaterPolo_HeatherClearBlue_portrait_01.jpg?v=1770759694,"everyday,muted,prep,tailored"
